time,abgw_detached_files_rate,instance
08_06_03:10,0,10.253.40.20:44444
08_06_03:15,0,10.253.40.20:44444
08_06_03:20,0,10.253.40.20:44444
08_06_03:25,0,10.253.40.20:44444
08_06_03:30,0,10.253.40.20:44444
08_06_03:35,0,10.253.40.20:44444
08_06_03:40,0,10.253.40.20:44444
08_06_03:45,0,10.253.40.20:44444
08_06_03:50,0.016666666666666666,10.253.40.20:44444
08_06_03:55,0,10.253.40.20:44444
08_06_03:00,0,10.253.40.21:44444
08_06_03:05,0,10.253.40.21:44444
08_06_03:10,0,10.253.40.21:44444
08_06_03:15,0,10.253.40.21:44444
08_06_03:20,0,10.253.40.21:44444
08_06_03:25,0,10.253.40.21:44444
08_06_03:30,0,10.253.40.21:44444
08_06_03:35,0,10.253.40.21:44444
08_06_03:40,0,10.253.40.21:44444
08_06_03:45,0,10.253.40.21:44444
08_06_03:50,0,10.253.40.21:44444
08_06_03:55,0,10.253.40.21:44444
08_06_03:00,0,10.253.40.22:44444
08_06_03:05,0,10.253.40.22:44444
08_06_03:10,0,10.253.40.22:44444
08_06_03:15,0,10.253.40.22:44444
08_06_03:20,0,10.253.40.22:44444
08_06_03:25,0,10.253.40.22:44444
08_06_03:30,0,10.253.40.22:44444
08_06_03:35,0,10.253.40.22:44444
08_06_03:40,0,10.253.40.22:44444
08_06_03:45,0,10.253.40.22:44444
08_06_03:50,0,10.253.40.22:44444
08_06_03:55,0,10.253.40.22:44444
08_06_03:00,0,10.253.40.23:44444
08_06_03:05,0,10.253.40.23:44444
08_06_03:10,0,10.253.40.23:44444
08_06_03:15,0,10.253.40.23:44444
08_06_03:20,0,10.253.40.23:44444
08_06_03:25,0,10.253.40.23:44444
08_06_03:30,0,10.253.40.23:44444
08_06_03:35,0,10.253.40.23:44444
08_06_03:40,0,10.253.40.23:44444
08_06_03:45,0,10.253.40.23:44444
08_06_03:50,0,10.253.40.23:44444
08_06_03:55,0,10.253.40.23:44444
08_06_03:00,0,10.253.40.24:44444
08_06_03:05,0,10.253.40.24:44444
08_06_03:10,0,10.253.40.24:44444
08_06_03:15,0,10.253.40.24:44444
08_06_03:20,0,10.253.40.24:44444
08_06_03:25,0,10.253.40.24:44444
08_06_03:30,0,10.253.40.24:44444
08_06_03:35,0,10.253.40.24:44444
08_06_03:40,0,10.253.40.24:44444
08_06_03:45,0,10.253.40.24:44444
08_06_03:50,0,10.253.40.24:44444
08_06_03:55,0,10.253.40.24:44444
08_06_03:00,0,10.253.40.25:44444
08_06_03:05,0,10.253.40.25:44444
08_06_03:10,0,10.253.40.25:44444
08_06_03:15,0,10.253.40.25:44444
08_06_03:20,0,10.253.40.25:44444
08_06_03:25,0,10.253.40.25:44444
08_06_03:30,0,10.253.40.25:44444
08_06_03:35,0,10.253.40.25:44444
08_06_03:40,0,10.253.40.25:44444
08_06_03:45,0,10.253.40.25:44444
08_06_03:50,0,10.253.40.25:44444
08_06_03:55,0,10.253.40.25:44444
08_06_03:00,0,10.253.40.26:44444
08_06_03:05,0,10.253.40.26:44444
08_06_03:10,0,10.253.40.26:44444
08_06_03:15,0,10.253.40.26:44444
08_06_03:20,0,10.253.40.26:44444
08_06_03:25,0,10.253.40.26:44444
08_06_03:30,0,10.253.40.26:44444
08_06_03:35,0,10.253.40.26:44444
08_06_03:40,0,10.253.40.26:44444
08_06_03:45,0,10.253.40.26:44444
08_06_03:50,0,10.253.40.26:44444
08_06_03:55,0,10.253.40.26:44444
08_06_03:00,0,10.253.40.27:44444
08_06_03:05,0,10.253.40.27:44444
08_06_03:10,0,10.253.40.27:44444
08_06_03:15,0,10.253.40.27:44444
08_06_03:20,0,10.253.40.27:44444
08_06_03:25,0,10.253.40.27:44444
08_06_03:30,0,10.253.40.27:44444
08_06_03:35,0,10.253.40.27:44444
08_06_03:40,0,10.253.40.27:44444
08_06_03:45,0,10.253.40.27:44444
08_06_03:50,0,10.253.40.27:44444
08_06_03:55,0,10.253.40.27:44444
08_06_03:00,0,10.253.40.28:44444
08_06_03:05,0,10.253.40.28:44444
08_06_03:10,0,10.253.40.28:44444
08_06_03:15,0,10.253.40.28:44444
08_06_03:20,0,10.253.40.28:44444
08_06_03:25,0,10.253.40.28:44444
08_06_03:30,0,10.253.40.28:44444
08_06_03:35,0,10.253.40.28:44444
08_06_03:40,0,10.253.40.28:44444
08_06_03:45,0,10.253.40.28:44444
08_06_03:50,0,10.253.40.28:44444
08_06_03:55,0,10.253.40.28:44444
08_06_03:00,0,10.253.40.29:44444
08_06_03:05,0,10.253.40.29:44444
08_06_03:10,0,10.253.40.29:44444
08_06_03:15,0,10.253.40.29:44444
08_06_03:20,0,10.253.40.29:44444
08_06_03:25,0,10.253.40.29:44444
08_06_03:30,0,10.253.40.29:44444
08_06_03:35,0,10.253.40.29:44444
08_06_03:40,0,10.253.40.29:44444
08_06_03:45,0,10.253.40.29:44444
08_06_03:50,0,10.253.40.29:44444
08_06_03:55,0,10.253.40.29:44444
08_06_03:00,0,10.253.40.30:44444
08_06_03:05,0,10.253.40.30:44444
08_06_03:10,0,10.253.40.30:44444
08_06_03:15,0,10.253.40.30:44444
08_06_03:20,0,10.253.40.30:44444
08_06_03:25,0,10.253.40.30:44444
08_06_03:30,0,10.253.40.30:44444
08_06_03:35,0,10.253.40.30:44444
08_06_03:40,0,10.253.40.30:44444
08_06_03:45,0,10.253.40.30:44444
08_06_03:50,0,10.253.40.30:44444
08_06_03:55,0,10.253.40.30:44444
08_06_03:00,0,10.253.40.31:44444
08_06_03:05,0,10.253.40.31:44444
08_06_03:10,0,10.253.40.31:44444
08_06_03:15,0,10.253.40.31:44444
08_06_03:20,0,10.253.40.31:44444
08_06_03:25,0.016666666666666666,10.253.40.31:44444
08_06_03:30,0,10.253.40.31:44444
08_06_03:35,0,10.253.40.31:44444
08_06_03:40,0,10.253.40.31:44444
08_06_03:45,0,10.253.40.31:44444
08_06_03:50,0,10.253.40.31:44444
08_06_03:55,0,10.253.40.31:44444
08_06_03:00,0,10.253.40.32:44444
08_06_03:05,0,10.253.40.32:44444
08_06_03:10,0,10.253.40.32:44444
08_06_03:15,0,10.253.40.32:44444
08_06_03:20,0,10.253.40.32:44444
08_06_03:25,0,10.253.40.32:44444
08_06_03:30,0,10.253.40.32:44444
08_06_03:35,0,10.253.40.32:44444
08_06_03:40,0,10.253.40.32:44444
08_06_03:45,0,10.253.40.32:44444
08_06_03:50,0,10.253.40.32:44444
08_06_03:55,0,10.253.40.32:44444
08_06_03:00,0,10.253.40.33:44444
08_06_03:05,0,10.253.40.33:44444
08_06_03:10,0,10.253.40.33:44444
08_06_03:15,0,10.253.40.33:44444
08_06_03:20,0,10.253.40.33:44444
08_06_03:25,0,10.253.40.33:44444
08_06_03:30,0,10.253.40.33:44444
08_06_03:35,0,10.253.40.33:44444
08_06_03:40,0,10.253.40.33:44444
08_06_03:45,0,10.253.40.33:44444
08_06_03:50,0,10.253.40.33:44444
08_06_03:55,0,10.253.40.33:44444
08_06_03:00,0,10.253.40.34:44444
08_06_03:05,0,10.253.40.34:44444
08_06_03:10,0,10.253.40.34:44444
08_06_03:15,0,10.253.40.34:44444
08_06_03:20,0,10.253.40.34:44444
08_06_03:25,0,10.253.40.34:44444
08_06_03:30,0,10.253.40.34:44444
08_06_03:35,0,10.253.40.34:44444
08_06_03:40,0,10.253.40.34:44444
08_06_03:45,0,10.253.40.34:44444
08_06_03:50,0,10.253.40.34:44444
08_06_03:55,0,10.253.40.34:44444
08_06_03:00,0,10.253.40.35:44444
08_06_03:05,0,10.253.40.35:44444
08_06_03:10,0,10.253.40.35:44444
08_06_03:15,0,10.253.40.35:44444
08_06_03:20,0,10.253.40.35:44444
08_06_03:25,0,10.253.40.35:44444
08_06_03:30,0,10.253.40.35:44444
08_06_03:35,0,10.253.40.35:44444
08_06_03:40,0,10.253.40.35:44444
08_06_03:45,0,10.253.40.35:44444
08_06_03:50,0,10.253.40.35:44444
08_06_03:55,0,10.253.40.35:44444
08_06_03:00,0,10.253.40.36:44444
08_06_03:05,0,10.253.40.36:44444
08_06_03:10,0,10.253.40.36:44444
08_06_03:15,0,10.253.40.36:44444
08_06_03:20,0,10.253.40.36:44444
08_06_03:25,0,10.253.40.36:44444
08_06_03:30,0,10.253.40.36:44444
08_06_03:35,0,10.253.40.36:44444
08_06_03:40,0,10.253.40.36:44444
08_06_03:45,0,10.253.40.36:44444
08_06_03:50,0,10.253.40.36:44444
08_06_03:55,0,10.253.40.36:44444
08_06_04:00,0,10.253.40.11:44444
08_06_04:05,0,10.253.40.11:44444
08_06_04:10,0,10.253.40.11:44444
08_06_04:15,0,10.253.40.11:44444
08_06_04:20,0,10.253.40.11:44444
08_06_04:25,0,10.253.40.11:44444
08_06_04:30,0,10.253.40.11:44444
08_06_04:35,0,10.253.40.11:44444
08_06_04:40,0,10.253.40.11:44444
08_06_04:45,0,10.253.40.11:44444
08_06_04:50,0,10.253.40.11:44444
08_06_04:55,0,10.253.40.11:44444
08_06_04:00,0,10.253.40.12:44444
08_06_04:05,0,10.253.40.12:44444
08_06_04:10,0,10.253.40.12:44444
08_06_04:15,0,10.253.40.12:44444
08_06_04:20,0,10.253.40.12:44444
08_06_04:25,0,10.253.40.12:44444
08_06_04:30,0,10.253.40.12:44444
08_06_04:35,0,10.253.40.12:44444
08_06_04:40,0,10.253.40.12:44444
08_06_04:45,0,10.253.40.12:44444
08_06_04:50,0,10.253.40.12:44444
08_06_04:55,0,10.253.40.12:44444
08_06_04:00,0,10.253.40.13:44444
08_06_04:05,0,10.253.40.13:44444
08_06_04:10,0,10.253.40.13:44444
08_06_04:15,0,10.253.40.13:44444
08_06_04:20,0,10.253.40.13:44444
08_06_04:25,0,10.253.40.13:44444
08_06_04:30,0,10.253.40.13:44444
08_06_04:35,0,10.253.40.13:44444
08_06_04:40,0,10.253.40.13:44444
08_06_04:45,0,10.253.40.13:44444
08_06_04:50,0,10.253.40.13:44444
08_06_04:55,0,10.253.40.13:44444
08_06_04:00,0,10.253.40.14:44444
08_06_04:05,0,10.253.40.14:44444
08_06_04:10,0,10.253.40.14:44444
08_06_04:15,0,10.253.40.14:44444
08_06_04:20,0,10.253.40.14:44444
08_06_04:25,0,10.253.40.14:44444
08_06_04:30,0,10.253.40.14:44444
08_06_04:35,0,10.253.40.14:44444
08_06_04:40,0,10.253.40.14:44444
08_06_04:45,0,10.253.40.14:44444
08_06_04:50,0,10.253.40.14:44444
08_06_04:55,0,10.253.40.14:44444
08_06_04:00,0,10.253.40.15:44444
08_06_04:05,0,10.253.40.15:44444
08_06_04:10,0,10.253.40.15:44444
08_06_04:15,0,10.253.40.15:44444
08_06_04:20,0,10.253.40.15:44444
08_06_04:25,0,10.253.40.15:44444
08_06_04:30,0,10.253.40.15:44444
08_06_04:35,0,10.253.40.15:44444
08_06_04:40,0,10.253.40.15:44444
08_06_04:45,0,10.253.40.15:44444
08_06_04:50,0,10.253.40.15:44444
08_06_04:55,0,10.253.40.15:44444
08_06_04:00,0,10.253.40.17:44444
08_06_04:05,0,10.253.40.17:44444
08_06_04:10,0,10.253.40.17:44444
08_06_04:15,0,10.253.40.17:44444
08_06_04:20,0,10.253.40.17:44444
08_06_04:25,0,10.253.40.17:44444
08_06_04:30,0,10.253.40.17:44444
08_06_04:35,0,10.253.40.17:44444
08_06_04:40,0,10.253.40.17:44444
08_06_04:45,0,10.253.40.17:44444
08_06_04:50,0,10.253.40.17:44444
08_06_04:55,0,10.253.40.17:44444
08_06_04:00,0,10.253.40.18:44444
08_06_04:05,0,10.253.40.18:44444
08_06_04:10,0,10.253.40.18:44444
08_06_04:15,0,10.253.40.18:44444
08_06_04:20,0,10.253.40.18:44444
08_06_04:25,0,10.253.40.18:44444
08_06_04:30,0,10.253.40.18:44444
08_06_04:35,0,10.253.40.18:44444
08_06_04:40,0,10.253.40.18:44444
08_06_04:45,0,10.253.40.18:44444
08_06_04:50,0,10.253.40.18:44444
08_06_04:55,0,10.253.40.18:44444
08_06_04:00,0,10.253.40.19:44444
08_06_04:05,0,10.253.40.19:44444
08_06_04:10,0,10.253.40.19:44444
08_06_04:15,0,10.253.40.19:44444
08_06_04:20,0,10.253.40.19:44444
08_06_04:25,0,10.253.40.19:44444
08_06_04:30,0,10.253.40.19:44444
08_06_04:35,0,10.253.40.19:44444
08_06_04:40,0,10.253.40.19:44444
08_06_04:45,0,10.253.40.19:44444
08_06_04:50,0,10.253.40.19:44444
08_06_04:55,0,10.253.40.19:44444
08_06_04:00,0,10.253.40.20:44444
08_06_04:05,0,10.253.40.20:44444
08_06_04:10,0,10.253.40.20:44444
08_06_04:15,0,10.253.40.20:44444
08_06_04:20,0,10.253.40.20:44444
08_06_04:25,0,10.253.40.20:44444
08_06_04:30,0,10.253.40.20:44444
08_06_04:35,0,10.253.40.20:44444
08_06_04:40,0,10.253.40.20:44444
08_06_04:45,0,10.253.40.20:44444
08_06_04:50,0,10.253.40.20:44444
08_06_04:55,0,10.253.40.20:44444
08_06_04:00,0,10.253.40.21:44444
08_06_04:05,0,10.253.40.21:44444
08_06_04:10,0,10.253.40.21:44444
08_06_04:15,0,10.253.40.21:44444
08_06_04:20,0,10.253.40.21:44444
08_06_04:25,0,10.253.40.21:44444
08_06_04:30,0,10.253.40.21:44444
08_06_04:35,0,10.253.40.21:44444
08_06_04:40,0,10.253.40.21:44444
08_06_04:45,0,10.253.40.21:44444
08_06_04:50,0,10.253.40.21:44444
08_06_04:55,0,10.253.40.21:44444
08_06_04:00,0,10.253.40.22:44444
08_06_04:05,0,10.253.40.22:44444
08_06_04:10,0,10.253.40.22:44444
08_06_04:15,0,10.253.40.22:44444
08_06_04:20,0,10.253.40.22:44444
08_06_04:25,0,10.253.40.22:44444
08_06_04:30,0,10.253.40.22:44444
08_06_04:35,0,10.253.40.22:44444
08_06_04:40,0,10.253.40.22:44444
08_06_04:45,0,10.253.40.22:44444
08_06_04:50,0,10.253.40.22:44444
08_06_04:55,0,10.253.40.22:44444
08_06_04:00,0,10.253.40.23:44444
08_06_04:05,0,10.253.40.23:44444
08_06_04:10,0,10.253.40.23:44444
08_06_04:15,0,10.253.40.23:44444
08_06_04:20,0,10.253.40.23:44444
08_06_04:25,0,10.253.40.23:44444
08_06_04:30,0,10.253.40.23:44444
08_06_04:35,0,10.253.40.23:44444
08_06_04:40,0,10.253.40.23:44444
08_06_04:45,0,10.253.40.23:44444
08_06_04:50,0,10.253.40.23:44444
08_06_04:55,0,10.253.40.23:44444
08_06_04:00,0,10.253.40.24:44444
08_06_04:05,0,10.253.40.24:44444
08_06_04:10,0,10.253.40.24:44444
08_06_04:15,0.016666666666666666,10.253.40.24:44444
08_06_04:20,0,10.253.40.24:44444
08_06_04:25,0,10.253.40.24:44444
08_06_04:30,0,10.253.40.24:44444
08_06_04:35,0,10.253.40.24:44444
08_06_04:40,0,10.253.40.24:44444
08_06_04:45,0,10.253.40.24:44444
08_06_04:50,0,10.253.40.24:44444
08_06_04:55,0,10.253.40.24:44444
08_06_04:00,0,10.253.40.25:44444
08_06_04:05,0,10.253.40.25:44444
08_06_04:10,0,10.253.40.25:44444
08_06_04:15,0,10.253.40.25:44444
08_06_04:20,0,10.253.40.25:44444
08_06_04:25,0,10.253.40.25:44444
08_06_04:30,0,10.253.40.25:44444
08_06_04:35,0,10.253.40.25:44444
08_06_04:40,0,10.253.40.25:44444
08_06_04:45,0,10.253.40.25:44444
08_06_04:50,0,10.253.40.25:44444
08_06_04:55,0,10.253.40.25:44444
08_06_04:00,0,10.253.40.26:44444
08_06_04:05,0,10.253.40.26:44444
08_06_04:10,0,10.253.40.26:44444
08_06_04:15,0,10.253.40.26:44444
08_06_04:20,0,10.253.40.26:44444
08_06_04:25,0,10.253.40.26:44444
08_06_04:30,0,10.253.40.26:44444
08_06_04:35,0,10.253.40.26:44444
08_06_04:40,0,10.253.40.26:44444
08_06_04:45,0,10.253.40.26:44444
08_06_04:50,0,10.253.40.26:44444
08_06_04:55,0,10.253.40.26:44444
08_06_04:00,0,10.253.40.27:44444
08_06_04:05,0,10.253.40.27:44444
08_06_04:10,0,10.253.40.27:44444
08_06_04:15,0,10.253.40.27:44444
08_06_04:20,0,10.253.40.27:44444
08_06_04:25,0,10.253.40.27:44444
08_06_04:30,0,10.253.40.27:44444
08_06_04:35,0,10.253.40.27:44444
08_06_04:40,0,10.253.40.27:44444
08_06_04:45,0,10.253.40.27:44444
08_06_04:50,0,10.253.40.27:44444
08_06_04:55,0,10.253.40.27:44444
08_06_04:00,0,10.253.40.28:44444
08_06_04:05,0,10.253.40.28:44444
08_06_04:10,0,10.253.40.28:44444
08_06_04:15,0,10.253.40.28:44444
08_06_04:20,0,10.253.40.28:44444
08_06_04:25,0,10.253.40.28:44444
08_06_04:30,0,10.253.40.28:44444
08_06_04:35,0,10.253.40.28:44444
08_06_04:40,0,10.253.40.28:44444
08_06_04:45,0,10.253.40.28:44444
08_06_04:50,0,10.253.40.28:44444
08_06_04:55,0,10.253.40.28:44444
08_06_04:00,0,10.253.40.29:44444
08_06_04:05,0,10.253.40.29:44444
08_06_04:10,0,10.253.40.29:44444
08_06_04:15,0,10.253.40.29:44444
08_06_04:20,0,10.253.40.29:44444
08_06_04:25,0,10.253.40.29:44444
08_06_04:30,0,10.253.40.29:44444
08_06_04:35,0,10.253.40.29:44444
08_06_04:40,0,10.253.40.29:44444
08_06_04:45,0,10.253.40.29:44444
08_06_04:50,0,10.253.40.29:44444
08_06_04:55,0,10.253.40.29:44444
08_06_04:00,0,10.253.40.30:44444
08_06_04:05,0,10.253.40.30:44444
08_06_04:10,0,10.253.40.30:44444
08_06_04:15,0,10.253.40.30:44444
08_06_04:20,0,10.253.40.30:44444
08_06_04:25,0,10.253.40.30:44444
08_06_04:30,0,10.253.40.30:44444
08_06_04:35,0,10.253.40.30:44444
08_06_04:40,0,10.253.40.30:44444
08_06_04:45,0,10.253.40.30:44444
08_06_04:50,0,10.253.40.30:44444
08_06_04:55,0,10.253.40.30:44444
08_06_04:00,0,10.253.40.31:44444
08_06_04:05,0,10.253.40.31:44444
08_06_04:10,0,10.253.40.31:44444
08_06_04:15,0,10.253.40.31:44444
08_06_04:20,0,10.253.40.31:44444
08_06_04:25,0,10.253.40.31:44444
08_06_04:30,0,10.253.40.31:44444
08_06_04:35,0,10.253.40.31:44444
08_06_04:40,0,10.253.40.31:44444
08_06_04:45,0,10.253.40.31:44444
08_06_04:50,0,10.253.40.31:44444
08_06_04:55,0,10.253.40.31:44444
08_06_04:00,0,10.253.40.32:44444
08_06_04:05,0,10.253.40.32:44444
08_06_04:10,0,10.253.40.32:44444
08_06_04:15,0,10.253.40.32:44444
08_06_04:20,0,10.253.40.32:44444
08_06_04:25,0.016666666666666666,10.253.40.32:44444
08_06_04:30,0,10.253.40.32:44444
08_06_04:35,0,10.253.40.32:44444
08_06_04:40,0,10.253.40.32:44444
08_06_04:45,0,10.253.40.32:44444
08_06_04:50,0,10.253.40.32:44444
08_06_04:55,0,10.253.40.32:44444
08_06_04:00,0,10.253.40.33:44444
08_06_04:05,0,10.253.40.33:44444
08_06_04:10,0,10.253.40.33:44444
08_06_04:15,0,10.253.40.33:44444
08_06_04:20,0,10.253.40.33:44444
08_06_04:25,0,10.253.40.33:44444
08_06_04:30,0,10.253.40.33:44444
08_06_04:35,0,10.253.40.33:44444
08_06_04:40,0,10.253.40.33:44444
08_06_04:45,0,10.253.40.33:44444
08_06_04:50,0,10.253.40.33:44444
08_06_04:55,0,10.253.40.33:44444
08_06_04:00,0,10.253.40.34:44444
08_06_04:05,0,10.253.40.34:44444
08_06_04:10,0,10.253.40.34:44444
08_06_04:15,0,10.253.40.34:44444
08_06_04:20,0,10.253.40.34:44444
08_06_04:25,0,10.253.40.34:44444
08_06_04:30,0,10.253.40.34:44444
08_06_04:35,0,10.253.40.34:44444
08_06_04:40,0,10.253.40.34:44444
08_06_04:45,0,10.253.40.34:44444
08_06_04:50,0,10.253.40.34:44444
08_06_04:55,0,10.253.40.34:44444
08_06_04:00,0,10.253.40.35:44444
08_06_04:05,0,10.253.40.35:44444
08_06_04:10,0,10.253.40.35:44444
08_06_04:15,0,10.253.40.35:44444
08_06_04:20,0,10.253.40.35:44444
08_06_04:25,0,10.253.40.35:44444
08_06_04:30,0,10.253.40.35:44444
08_06_04:35,0,10.253.40.35:44444
08_06_04:40,0,10.253.40.35:44444
08_06_04:45,0,10.253.40.35:44444
08_06_04:50,0,10.253.40.35:44444
08_06_04:55,0,10.253.40.35:44444
08_06_04:00,0,10.253.40.36:44444
08_06_04:05,0,10.253.40.36:44444
08_06_04:10,0,10.253.40.36:44444
08_06_04:15,0,10.253.40.36:44444
08_06_04:20,0,10.253.40.36:44444
08_06_04:25,0,10.253.40.36:44444
08_06_04:30,0,10.253.40.36:44444
08_06_04:35,0,10.253.40.36:44444
08_06_04:40,0,10.253.40.36:44444
08_06_04:45,0,10.253.40.36:44444
08_06_04:50,0,10.253.40.36:44444
08_06_04:55,0,10.253.40.36:44444
08_06_05:00,0,10.253.40.11:44444
08_06_05:05,0,10.253.40.11:44444
08_06_05:10,0,10.253.40.11:44444
08_06_05:15,0,10.253.40.11:44444
08_06_05:20,0,10.253.40.11:44444
08_06_05:25,0,10.253.40.11:44444
08_06_05:30,0,10.253.40.11:44444
08_06_05:35,0,10.253.40.11:44444
08_06_05:40,0,10.253.40.11:44444
08_06_05:45,0,10.253.40.11:44444
08_06_05:50,0,10.253.40.11:44444
08_06_05:55,0,10.253.40.11:44444
08_06_05:00,0,10.253.40.12:44444
08_06_05:05,0,10.253.40.12:44444
08_06_05:10,0,10.253.40.12:44444
08_06_05:15,0,10.253.40.12:44444
08_06_05:20,0,10.253.40.12:44444
08_06_05:25,0,10.253.40.12:44444
08_06_05:30,0,10.253.40.12:44444
08_06_05:35,0,10.253.40.12:44444
08_06_05:40,0,10.253.40.12:44444
08_06_05:45,0,10.253.40.12:44444
08_06_05:50,0,10.253.40.12:44444
08_06_05:55,0,10.253.40.12:44444
08_06_05:00,0,10.253.40.13:44444
08_06_05:05,0,10.253.40.13:44444
08_06_05:10,0,10.253.40.13:44444
08_06_05:15,0,10.253.40.13:44444
08_06_05:20,0,10.253.40.13:44444
08_06_05:25,0,10.253.40.13:44444
08_06_05:30,0,10.253.40.13:44444
08_06_05:35,0,10.253.40.13:44444
08_06_05:40,0,10.253.40.13:44444
08_06_05:45,0,10.253.40.13:44444
08_06_05:50,0,10.253.40.13:44444
08_06_05:55,0,10.253.40.13:44444
08_06_05:00,0,10.253.40.14:44444
08_06_05:05,0,10.253.40.14:44444
08_06_05:10,0,10.253.40.14:44444
08_06_05:15,0,10.253.40.14:44444
08_06_05:20,0,10.253.40.14:44444
08_06_05:25,0,10.253.40.14:44444
08_06_05:30,0.03333333333333333,10.253.40.14:44444
08_06_05:35,0,10.253.40.14:44444
08_06_05:40,0,10.253.40.14:44444
08_06_05:45,0,10.253.40.14:44444
08_06_05:50,0,10.253.40.14:44444
08_06_05:55,0,10.253.40.14:44444
08_06_05:00,0,10.253.40.15:44444
08_06_05:05,0,10.253.40.15:44444
08_06_05:10,0,10.253.40.15:44444
08_06_05:15,0,10.253.40.15:44444
08_06_05:20,0,10.253.40.15:44444
08_06_05:25,0,10.253.40.15:44444
08_06_05:30,0,10.253.40.15:44444
08_06_05:35,0,10.253.40.15:44444
08_06_05:40,0,10.253.40.15:44444
08_06_05:45,0,10.253.40.15:44444
08_06_05:50,0,10.253.40.15:44444
08_06_05:55,0,10.253.40.15:44444
08_06_05:00,0,10.253.40.17:44444
08_06_05:05,0,10.253.40.17:44444
08_06_05:10,0,10.253.40.17:44444
08_06_05:15,0,10.253.40.17:44444
08_06_05:20,0,10.253.40.17:44444
08_06_05:25,0,10.253.40.17:44444
08_06_05:30,0,10.253.40.17:44444
08_06_05:35,0,10.253.40.17:44444
08_06_05:40,0,10.253.40.17:44444
08_06_05:45,0,10.253.40.17:44444
08_06_05:50,0,10.253.40.17:44444
08_06_05:55,0,10.253.40.17:44444
08_06_05:00,0,10.253.40.18:44444
08_06_05:05,0,10.253.40.18:44444
08_06_05:10,0,10.253.40.18:44444
08_06_05:15,0,10.253.40.18:44444
08_06_05:20,0,10.253.40.18:44444
08_06_05:25,0,10.253.40.18:44444
08_06_05:30,0,10.253.40.18:44444
08_06_05:35,0,10.253.40.18:44444
08_06_05:40,0,10.253.40.18:44444
08_06_05:45,0,10.253.40.18:44444
08_06_05:50,0,10.253.40.18:44444
08_06_05:55,0,10.253.40.18:44444
08_06_05:00,0,10.253.40.19:44444
08_06_05:05,0,10.253.40.19:44444
08_06_05:10,0,10.253.40.19:44444
08_06_05:15,0,10.253.40.19:44444
08_06_05:20,0,10.253.40.19:44444
08_06_05:25,0,10.253.40.19:44444
08_06_05:30,0,10.253.40.19:44444
08_06_05:35,0,10.253.40.19:44444
08_06_05:40,0,10.253.40.19:44444
08_06_05:45,0,10.253.40.19:44444
08_06_05:50,0,10.253.40.19:44444
08_06_05:55,0,10.253.40.19:44444
08_06_05:00,0,10.253.40.20:44444
08_06_05:05,0,10.253.40.20:44444
08_06_05:10,0,10.253.40.20:44444
08_06_05:15,0,10.253.40.20:44444
08_06_05:20,0,10.253.40.20:44444
08_06_05:25,0,10.253.40.20:44444
08_06_05:30,0,10.253.40.20:44444
08_06_05:35,0,10.253.40.20:44444
08_06_05:40,0,10.253.40.20:44444
08_06_05:45,0,10.253.40.20:44444
08_06_05:50,0,10.253.40.20:44444
08_06_05:55,0,10.253.40.20:44444
08_06_05:00,0,10.253.40.21:44444
08_06_05:05,0,10.253.40.21:44444
08_06_05:10,0,10.253.40.21:44444
08_06_05:15,0,10.253.40.21:44444
08_06_05:20,0,10.253.40.21:44444
08_06_05:25,0,10.253.40.21:44444
08_06_05:30,0,10.253.40.21:44444
08_06_05:35,0,10.253.40.21:44444
08_06_05:40,0,10.253.40.21:44444
08_06_05:45,0,10.253.40.21:44444
08_06_05:50,0,10.253.40.21:44444
08_06_05:55,0,10.253.40.21:44444
08_06_05:00,0,10.253.40.22:44444
08_06_05:05,0,10.253.40.22:44444
08_06_05:10,0,10.253.40.22:44444
08_06_05:15,0,10.253.40.22:44444
08_06_05:20,0,10.253.40.22:44444
08_06_05:25,0,10.253.40.22:44444
08_06_05:30,0,10.253.40.22:44444
08_06_05:35,0,10.253.40.22:44444
08_06_05:40,0,10.253.40.22:44444
08_06_05:45,0,10.253.40.22:44444
08_06_05:50,0,10.253.40.22:44444
08_06_05:55,0,10.253.40.22:44444
08_06_05:00,0,10.253.40.23:44444
08_06_05:05,0,10.253.40.23:44444
08_06_05:10,0,10.253.40.23:44444
08_06_05:15,0,10.253.40.23:44444
08_06_05:20,0,10.253.40.23:44444
08_06_05:25,0,10.253.40.23:44444
08_06_05:30,0,10.253.40.23:44444
08_06_05:35,0,10.253.40.23:44444
08_06_05:40,0,10.253.40.23:44444
08_06_05:45,0,10.253.40.23:44444
08_06_05:50,0,10.253.40.23:44444
08_06_05:55,0,10.253.40.23:44444
08_06_05:00,0,10.253.40.24:44444
08_06_05:05,0,10.253.40.24:44444
08_06_05:10,0,10.253.40.24:44444
08_06_05:15,0,10.253.40.24:44444
08_06_05:20,0,10.253.40.24:44444
08_06_05:25,0,10.253.40.24:44444
08_06_05:30,0,10.253.40.24:44444
08_06_05:35,0,10.253.40.24:44444
08_06_05:40,0,10.253.40.24:44444
08_06_05:45,0,10.253.40.24:44444
08_06_05:50,0,10.253.40.24:44444
08_06_05:55,0,10.253.40.24:44444
08_06_05:00,0,10.253.40.25:44444
08_06_05:05,0,10.253.40.25:44444
08_06_05:10,0,10.253.40.25:44444
08_06_05:15,0,10.253.40.25:44444
08_06_05:20,0,10.253.40.25:44444
08_06_05:25,0,10.253.40.25:44444
