time,abgw_fds,instance
08_06_13:45,796,10.253.40.27:44444
08_06_13:50,894,10.253.40.27:44444
08_06_13:55,820,10.253.40.27:44444
08_06_13:00,354,10.253.40.28:44444
08_06_13:05,376,10.253.40.28:44444
08_06_13:10,371,10.253.40.28:44444
08_06_13:15,368,10.253.40.28:44444
08_06_13:20,366,10.253.40.28:44444
08_06_13:25,360,10.253.40.28:44444
08_06_13:30,366,10.253.40.28:44444
08_06_13:35,354,10.253.40.28:44444
08_06_13:40,378,10.253.40.28:44444
08_06_13:45,480,10.253.40.28:44444
08_06_13:50,705,10.253.40.28:44444
08_06_13:55,856,10.253.40.28:44444
08_06_13:00,767,10.253.40.29:44444
08_06_13:05,939,10.253.40.29:44444
08_06_13:10,933,10.253.40.29:44444
08_06_13:15,898,10.253.40.29:44444
08_06_13:20,715,10.253.40.29:44444
08_06_13:25,475,10.253.40.29:44444
08_06_13:30,461,10.253.40.29:44444
08_06_13:35,454,10.253.40.29:44444
08_06_13:40,449,10.253.40.29:44444
08_06_13:45,448,10.253.40.29:44444
08_06_13:50,451,10.253.40.29:44444
08_06_13:55,456,10.253.40.29:44444
08_06_13:00,859,10.253.40.30:44444
08_06_13:05,1008,10.253.40.30:44444
08_06_13:10,660,10.253.40.30:44444
08_06_13:15,700,10.253.40.30:44444
08_06_13:20,694,10.253.40.30:44444
08_06_13:25,609,10.253.40.30:44444
08_06_13:30,570,10.253.40.30:44444
08_06_13:35,595,10.253.40.30:44444
08_06_13:40,587,10.253.40.30:44444
08_06_13:45,588,10.253.40.30:44444
08_06_13:50,616,10.253.40.30:44444
08_06_13:55,623,10.253.40.30:44444
08_06_13:00,958,10.253.40.31:44444
08_06_13:05,948,10.253.40.31:44444
08_06_13:10,913,10.253.40.31:44444
08_06_13:15,834,10.253.40.31:44444
08_06_13:20,814,10.253.40.31:44444
08_06_13:25,841,10.253.40.31:44444
08_06_13:30,825,10.253.40.31:44444
08_06_13:35,641,10.253.40.31:44444
08_06_13:40,481,10.253.40.31:44444
08_06_13:45,465,10.253.40.31:44444
08_06_13:50,452,10.253.40.31:44444
08_06_13:55,459,10.253.40.31:44444
08_06_13:00,902,10.253.40.32:44444
08_06_13:05,940,10.253.40.32:44444
08_06_13:10,912,10.253.40.32:44444
08_06_13:15,861,10.253.40.32:44444
08_06_13:20,682,10.253.40.32:44444
08_06_13:25,509,10.253.40.32:44444
08_06_13:30,466,10.253.40.32:44444
08_06_13:35,469,10.253.40.32:44444
08_06_13:40,481,10.253.40.32:44444
08_06_13:45,478,10.253.40.32:44444
08_06_13:50,485,10.253.40.32:44444
08_06_13:55,484,10.253.40.32:44444
08_06_13:00,570,10.253.40.33:44444
08_06_13:05,664,10.253.40.33:44444
08_06_13:10,586,10.253.40.33:44444
08_06_13:15,628,10.253.40.33:44444
08_06_13:20,660,10.253.40.33:44444
08_06_13:25,555,10.253.40.33:44444
08_06_13:30,544,10.253.40.33:44444
08_06_13:35,532,10.253.40.33:44444
08_06_13:40,540,10.253.40.33:44444
08_06_13:45,591,10.253.40.33:44444
08_06_13:50,514,10.253.40.33:44444
08_06_13:55,451,10.253.40.33:44444
08_06_13:00,557,10.253.40.34:44444
08_06_13:05,432,10.253.40.34:44444
08_06_13:10,357,10.253.40.34:44444
08_06_13:15,411,10.253.40.34:44444
08_06_13:20,393,10.253.40.34:44444
08_06_13:25,387,10.253.40.34:44444
08_06_13:30,372,10.253.40.34:44444
08_06_13:35,182,10.253.40.34:44444
08_06_13:40,39,10.253.40.34:44444
08_06_13:45,42,10.253.40.34:44444
08_06_13:50,23,10.253.40.34:44444
08_06_13:55,34,10.253.40.34:44444
08_06_13:00,315,10.253.40.35:44444
08_06_13:05,213,10.253.40.35:44444
08_06_13:10,77,10.253.40.35:44444
08_06_13:15,66,10.253.40.35:44444
08_06_13:20,49,10.253.40.35:44444
08_06_13:25,52,10.253.40.35:44444
08_06_13:30,41,10.253.40.35:44444
08_06_13:35,32,10.253.40.35:44444
08_06_13:40,32,10.253.40.35:44444
08_06_13:45,34,10.253.40.35:44444
08_06_13:50,34,10.253.40.35:44444
08_06_13:55,38,10.253.40.35:44444
08_06_13:00,526,10.253.40.36:44444
08_06_13:05,411,10.253.40.36:44444
08_06_13:10,336,10.253.40.36:44444
08_06_13:15,410,10.253.40.36:44444
08_06_13:20,428,10.253.40.36:44444
08_06_13:25,358,10.253.40.36:44444
08_06_13:30,166,10.253.40.36:44444
08_06_13:35,61,10.253.40.36:44444
08_06_13:40,62,10.253.40.36:44444
08_06_13:45,48,10.253.40.36:44444
08_06_13:50,52,10.253.40.36:44444
08_06_13:55,52,10.253.40.36:44444
08_06_14:00,861,10.253.40.11:44444
08_06_14:05,842,10.253.40.11:44444
08_06_14:10,889,10.253.40.11:44444
08_06_14:15,929,10.253.40.11:44444
08_06_14:20,832,10.253.40.11:44444
08_06_14:25,592,10.253.40.11:44444
08_06_14:30,541,10.253.40.11:44444
08_06_14:35,530,10.253.40.11:44444
08_06_14:40,534,10.253.40.11:44444
08_06_14:45,520,10.253.40.11:44444
08_06_14:50,515,10.253.40.11:44444
08_06_14:55,528,10.253.40.11:44444
08_06_14:00,448,10.253.40.12:44444
08_06_14:05,456,10.253.40.12:44444
08_06_14:10,471,10.253.40.12:44444
08_06_14:15,471,10.253.40.12:44444
08_06_14:20,462,10.253.40.12:44444
08_06_14:25,455,10.253.40.12:44444
08_06_14:30,451,10.253.40.12:44444
08_06_14:35,447,10.253.40.12:44444
08_06_14:40,499,10.253.40.12:44444
08_06_14:45,705,10.253.40.12:44444
08_06_14:50,808,10.253.40.12:44444
08_06_14:55,733,10.253.40.12:44444
08_06_14:00,848,10.253.40.13:44444
08_06_14:05,808,10.253.40.13:44444
08_06_14:10,754,10.253.40.13:44444
08_06_14:15,756,10.253.40.13:44444
08_06_14:20,802,10.253.40.13:44444
08_06_14:25,849,10.253.40.13:44444
08_06_14:30,770,10.253.40.13:44444
08_06_14:35,571,10.253.40.13:44444
08_06_14:40,506,10.253.40.13:44444
08_06_14:45,487,10.253.40.13:44444
08_06_14:50,474,10.253.40.13:44444
08_06_14:55,462,10.253.40.13:44444
08_06_14:00,807,10.253.40.14:44444
08_06_14:05,816,10.253.40.14:44444
08_06_14:10,902,10.253.40.14:44444
08_06_14:15,977,10.253.40.14:44444
08_06_14:20,820,10.253.40.14:44444
08_06_14:25,571,10.253.40.14:44444
08_06_14:30,478,10.253.40.14:44444
08_06_14:35,504,10.253.40.14:44444
08_06_14:40,514,10.253.40.14:44444
08_06_14:45,517,10.253.40.14:44444
08_06_14:50,520,10.253.40.14:44444
08_06_14:55,518,10.253.40.14:44444
08_06_14:00,503,10.253.40.15:44444
08_06_14:05,530,10.253.40.15:44444
08_06_14:10,547,10.253.40.15:44444
08_06_14:15,552,10.253.40.15:44444
08_06_14:20,591,10.253.40.15:44444
08_06_14:25,583,10.253.40.15:44444
08_06_14:30,583,10.253.40.15:44444
08_06_14:35,599,10.253.40.15:44444
08_06_14:40,631,10.253.40.15:44444
08_06_14:45,707,10.253.40.15:44444
08_06_14:50,715,10.253.40.15:44444
08_06_14:55,809,10.253.40.15:44444
08_06_14:00,953,10.253.40.17:44444
08_06_14:05,940,10.253.40.17:44444
08_06_14:10,915,10.253.40.17:44444
08_06_14:15,893,10.253.40.17:44444
08_06_14:20,888,10.253.40.17:44444
08_06_14:25,843,10.253.40.17:44444
08_06_14:30,788,10.253.40.17:44444
08_06_14:35,585,10.253.40.17:44444
08_06_14:40,497,10.253.40.17:44444
08_06_14:45,444,10.253.40.17:44444
08_06_14:50,463,10.253.40.17:44444
08_06_14:55,467,10.253.40.17:44444
08_06_14:00,404,10.253.40.18:44444
08_06_14:05,433,10.253.40.18:44444
08_06_14:10,443,10.253.40.18:44444
08_06_14:15,438,10.253.40.18:44444
08_06_14:20,471,10.253.40.18:44444
08_06_14:25,481,10.253.40.18:44444
08_06_14:30,512,10.253.40.18:44444
08_06_14:35,527,10.253.40.18:44444
08_06_14:40,525,10.253.40.18:44444
08_06_14:45,605,10.253.40.18:44444
08_06_14:50,696,10.253.40.18:44444
08_06_14:55,699,10.253.40.18:44444
08_06_14:00,382,10.253.40.19:44444
08_06_14:05,392,10.253.40.19:44444
08_06_14:10,394,10.253.40.19:44444
08_06_14:15,423,10.253.40.19:44444
08_06_14:20,417,10.253.40.19:44444
08_06_14:25,397,10.253.40.19:44444
08_06_14:30,393,10.253.40.19:44444
08_06_14:35,375,10.253.40.19:44444
08_06_14:40,502,10.253.40.19:44444
08_06_14:45,703,10.253.40.19:44444
08_06_14:50,659,10.253.40.19:44444
08_06_14:55,671,10.253.40.19:44444
08_06_14:00,927,10.253.40.20:44444
08_06_14:05,943,10.253.40.20:44444
08_06_14:10,867,10.253.40.20:44444
08_06_14:15,840,10.253.40.20:44444
08_06_14:20,694,10.253.40.20:44444
08_06_14:25,542,10.253.40.20:44444
08_06_14:30,509,10.253.40.20:44444
08_06_14:35,518,10.253.40.20:44444
08_06_14:40,504,10.253.40.20:44444
08_06_14:45,513,10.253.40.20:44444
08_06_14:50,495,10.253.40.20:44444
08_06_14:55,474,10.253.40.20:44444
08_06_14:00,791,10.253.40.21:44444
08_06_14:05,761,10.253.40.21:44444
08_06_14:10,772,10.253.40.21:44444
08_06_14:15,809,10.253.40.21:44444
08_06_14:20,743,10.253.40.21:44444
08_06_14:25,555,10.253.40.21:44444
08_06_14:30,465,10.253.40.21:44444
08_06_14:35,447,10.253.40.21:44444
08_06_14:40,449,10.253.40.21:44444
08_06_14:45,441,10.253.40.21:44444
08_06_14:50,445,10.253.40.21:44444
08_06_14:55,472,10.253.40.21:44444
08_06_14:00,474,10.253.40.22:44444
08_06_14:05,504,10.253.40.22:44444
08_06_14:10,521,10.253.40.22:44444
08_06_14:15,510,10.253.40.22:44444
08_06_14:20,495,10.253.40.22:44444
08_06_14:25,478,10.253.40.22:44444
08_06_14:30,483,10.253.40.22:44444
08_06_14:35,530,10.253.40.22:44444
08_06_14:40,595,10.253.40.22:44444
08_06_14:45,836,10.253.40.22:44444
08_06_14:50,858,10.253.40.22:44444
08_06_14:55,791,10.253.40.22:44444
08_06_14:00,472,10.253.40.23:44444
08_06_14:05,470,10.253.40.23:44444
08_06_14:10,473,10.253.40.23:44444
08_06_14:15,476,10.253.40.23:44444
08_06_14:20,461,10.253.40.23:44444
08_06_14:25,450,10.253.40.23:44444
08_06_14:30,456,10.253.40.23:44444
08_06_14:35,478,10.253.40.23:44444
08_06_14:40,505,10.253.40.23:44444
08_06_14:45,592,10.253.40.23:44444
08_06_14:50,597,10.253.40.23:44444
08_06_14:55,687,10.253.40.23:44444
08_06_14:00,597,10.253.40.24:44444
08_06_14:05,516,10.253.40.24:44444
08_06_14:10,478,10.253.40.24:44444
08_06_14:15,585,10.253.40.24:44444
08_06_14:20,622,10.253.40.24:44444
08_06_14:25,623,10.253.40.24:44444
08_06_14:30,543,10.253.40.24:44444
08_06_14:35,360,10.253.40.24:44444
08_06_14:40,298,10.253.40.24:44444
08_06_14:45,322,10.253.40.24:44444
08_06_14:50,319,10.253.40.24:44444
08_06_14:55,299,10.253.40.24:44444
08_06_14:00,428,10.253.40.25:44444
08_06_14:05,438,10.253.40.25:44444
08_06_14:10,431,10.253.40.25:44444
08_06_14:15,427,10.253.40.25:44444
08_06_14:20,436,10.253.40.25:44444
08_06_14:25,666,10.253.40.25:44444
08_06_14:30,875,10.253.40.25:44444
08_06_14:35,997,10.253.40.25:44444
08_06_14:40,965,10.253.40.25:44444
08_06_14:45,869,10.253.40.25:44444
08_06_14:50,746,10.253.40.25:44444
08_06_14:55,680,10.253.40.25:44444
08_06_14:00,485,10.253.40.26:44444
08_06_14:05,499,10.253.40.26:44444
08_06_14:10,509,10.253.40.26:44444
08_06_14:15,521,10.253.40.26:44444
08_06_14:20,531,10.253.40.26:44444
08_06_14:25,496,10.253.40.26:44444
08_06_14:30,522,10.253.40.26:44444
08_06_14:35,522,10.253.40.26:44444
08_06_14:40,578,10.253.40.26:44444
08_06_14:45,655,10.253.40.26:44444
08_06_14:50,723,10.253.40.26:44444
08_06_14:55,776,10.253.40.26:44444
08_06_14:00,682,10.253.40.27:44444
08_06_14:05,700,10.253.40.27:44444
08_06_14:10,711,10.253.40.27:44444
08_06_14:15,725,10.253.40.27:44444
08_06_14:20,609,10.253.40.27:44444
08_06_14:25,446,10.253.40.27:44444
08_06_14:30,418,10.253.40.27:44444
08_06_14:35,437,10.253.40.27:44444
08_06_14:40,434,10.253.40.27:44444
08_06_14:45,413,10.253.40.27:44444
08_06_14:50,402,10.253.40.27:44444
08_06_14:55,396,10.253.40.27:44444
08_06_14:00,913,10.253.40.28:44444
08_06_14:05,833,10.253.40.28:44444
08_06_14:10,743,10.253.40.28:44444
08_06_14:15,735,10.253.40.28:44444
08_06_14:20,667,10.253.40.28:44444
08_06_14:25,728,10.253.40.28:44444
08_06_14:30,699,10.253.40.28:44444
08_06_14:35,504,10.253.40.28:44444
08_06_14:40,398,10.253.40.28:44444
08_06_14:45,396,10.253.40.28:44444
08_06_14:50,406,10.253.40.28:44444
08_06_14:55,402,10.253.40.28:44444
08_06_14:00,450,10.253.40.29:44444
08_06_14:05,451,10.253.40.29:44444
08_06_14:10,457,10.253.40.29:44444
08_06_14:15,470,10.253.40.29:44444
08_06_14:20,532,10.253.40.29:44444
08_06_14:25,731,10.253.40.29:44444
08_06_14:30,854,10.253.40.29:44444
08_06_14:35,888,10.253.40.29:44444
08_06_14:40,936,10.253.40.29:44444
08_06_14:45,912,10.253.40.29:44444
08_06_14:50,736,10.253.40.29:44444
08_06_14:55,702,10.253.40.29:44444
08_06_14:00,547,10.253.40.30:44444
08_06_14:05,398,10.253.40.30:44444
08_06_14:10,380,10.253.40.30:44444
08_06_14:15,379,10.253.40.30:44444
08_06_14:20,364,10.253.40.30:44444
08_06_14:25,371,10.253.40.30:44444
08_06_14:30,397,10.253.40.30:44444
08_06_14:35,400,10.253.40.30:44444
08_06_14:40,404,10.253.40.30:44444
08_06_14:45,392,10.253.40.30:44444
08_06_14:50,396,10.253.40.30:44444
08_06_14:55,369,10.253.40.30:44444
08_06_14:00,451,10.253.40.31:44444
08_06_14:05,461,10.253.40.31:44444
08_06_14:10,446,10.253.40.31:44444
08_06_14:15,458,10.253.40.31:44444
08_06_14:20,464,10.253.40.31:44444
08_06_14:25,472,10.253.40.31:44444
08_06_14:30,468,10.253.40.31:44444
08_06_14:35,495,10.253.40.31:44444
08_06_14:40,581,10.253.40.31:44444
08_06_14:45,788,10.253.40.31:44444
08_06_14:50,763,10.253.40.31:44444
08_06_14:55,720,10.253.40.31:44444
08_06_14:00,495,10.253.40.32:44444
08_06_14:05,478,10.253.40.32:44444
08_06_14:10,471,10.253.40.32:44444
08_06_14:15,463,10.253.40.32:44444
08_06_14:20,655,10.253.40.32:44444
08_06_14:25,787,10.253.40.32:44444
08_06_14:30,905,10.253.40.32:44444
08_06_14:35,1040,10.253.40.32:44444
08_06_14:40,927,10.253.40.32:44444
08_06_14:45,825,10.253.40.32:44444
08_06_14:50,842,10.253.40.32:44444
08_06_14:55,848,10.253.40.32:44444
08_06_14:00,490,10.253.40.33:44444
08_06_14:05,469,10.253.40.33:44444
08_06_14:10,447,10.253.40.33:44444
08_06_14:15,494,10.253.40.33:44444
08_06_14:20,500,10.253.40.33:44444
08_06_14:25,463,10.253.40.33:44444
08_06_14:30,520,10.253.40.33:44444
08_06_14:35,614,10.253.40.33:44444
08_06_14:40,648,10.253.40.33:44444
08_06_14:45,703,10.253.40.33:44444
08_06_14:50,699,10.253.40.33:44444
08_06_14:55,567,10.253.40.33:44444
08_06_14:00,33,10.253.40.34:44444
08_06_14:05,21,10.253.40.34:44444
08_06_14:10,43,10.253.40.34:44444
08_06_14:15,45,10.253.40.34:44444
08_06_14:20,27,10.253.40.34:44444
08_06_14:25,28,10.253.40.34:44444
08_06_14:30,39,10.253.40.34:44444
08_06_14:35,39,10.253.40.34:44444
08_06_14:40,84,10.253.40.34:44444
08_06_14:45,346,10.253.40.34:44444
08_06_14:50,416,10.253.40.34:44444
08_06_14:55,342,10.253.40.34:44444
08_06_14:00,39,10.253.40.35:44444
08_06_14:05,33,10.253.40.35:44444
08_06_14:10,41,10.253.40.35:44444
08_06_14:15,44,10.253.40.35:44444
08_06_14:20,36,10.253.40.35:44444
08_06_14:25,45,10.253.40.35:44444
08_06_14:30,64,10.253.40.35:44444
08_06_14:35,66,10.253.40.35:44444
08_06_14:40,73,10.253.40.35:44444
08_06_14:00,43,10.253.40.36:44444
08_06_14:05,40,10.253.40.36:44444
08_06_14:10,48,10.253.40.36:44444
08_06_14:15,43,10.253.40.36:44444
08_06_14:20,45,10.253.40.36:44444
08_06_14:25,49,10.253.40.36:44444
08_06_14:30,36,10.253.40.36:44444
08_06_14:35,50,10.253.40.36:44444
08_06_15:00,531,10.253.40.11:44444
08_06_15:05,552,10.253.40.11:44444
08_06_15:10,574,10.253.40.11:44444
08_06_15:15,598,10.253.40.11:44444
08_06_15:20,582,10.253.40.11:44444
08_06_15:25,602,10.253.40.11:44444
08_06_15:30,567,10.253.40.11:44444
08_06_15:35,585,10.253.40.11:44444
08_06_15:40,745,10.253.40.11:44444
08_06_15:45,850,10.253.40.11:44444
08_06_15:50,873,10.253.40.11:44444
08_06_15:55,924,10.253.40.11:44444
08_06_15:00,787,10.253.40.12:44444
08_06_15:05,801,10.253.40.12:44444
08_06_15:10,785,10.253.40.12:44444
08_06_15:15,895,10.253.40.12:44444
08_06_15:20,861,10.253.40.12:44444
08_06_15:25,698,10.253.40.12:44444
08_06_15:30,543,10.253.40.12:44444
08_06_15:35,529,10.253.40.12:44444
08_06_15:40,515,10.253.40.12:44444
08_06_15:45,499,10.253.40.12:44444
08_06_15:50,487,10.253.40.12:44444
08_06_15:55,494,10.253.40.12:44444
08_06_15:00,459,10.253.40.13:44444
08_06_15:05,442,10.253.40.13:44444
08_06_15:10,453,10.253.40.13:44444
08_06_15:15,458,10.253.40.13:44444
08_06_15:20,471,10.253.40.13:44444
08_06_15:25,516,10.253.40.13:44444
08_06_15:30,504,10.253.40.13:44444
08_06_15:35,510,10.253.40.13:44444
08_06_15:40,480,10.253.40.13:44444
08_06_15:45,492,10.253.40.13:44444
08_06_15:50,598,10.253.40.13:44444
08_06_15:55,707,10.253.40.13:44444
08_06_15:00,519,10.253.40.14:44444
08_06_15:05,521,10.253.40.14:44444
08_06_15:10,524,10.253.40.14:44444
08_06_15:15,533,10.253.40.14:44444
08_06_15:20,537,10.253.40.14:44444
08_06_15:25,596,10.253.40.14:44444
08_06_15:30,593,10.253.40.14:44444
08_06_15:35,582,10.253.40.14:44444
08_06_15:40,616,10.253.40.14:44444
08_06_15:45,768,10.253.40.14:44444
08_06_15:50,806,10.253.40.14:44444
08_06_15:55,841,10.253.40.14:44444
08_06_15:00,901,10.253.40.15:44444
08_06_15:05,888,10.253.40.15:44444
08_06_15:10,854,10.253.40.15:44444
08_06_15:15,868,10.253.40.15:44444
08_06_15:20,837,10.253.40.15:44444
08_06_15:25,737,10.253.40.15:44444
08_06_15:30,621,10.253.40.15:44444
08_06_15:35,602,10.253.40.15:44444
08_06_15:40,540,10.253.40.15:44444
08_06_15:45,552,10.253.40.15:44444
08_06_15:50,537,10.253.40.15:44444
08_06_15:55,538,10.253.40.15:44444
08_06_15:00,479,10.253.40.17:44444
08_06_15:05,483,10.253.40.17:44444
08_06_15:10,486,10.253.40.17:44444
08_06_15:15,462,10.253.40.17:44444
08_06_15:20,469,10.253.40.17:44444
08_06_15:25,523,10.253.40.17:44444
08_06_15:30,538,10.253.40.17:44444
08_06_15:35,547,10.253.40.17:44444
08_06_15:40,546,10.253.40.17:44444
08_06_15:45,562,10.253.40.17:44444
08_06_15:50,603,10.253.40.17:44444
08_06_15:55,773,10.253.40.17:44444
08_06_15:00,729,10.253.40.18:44444
08_06_15:05,800,10.253.40.18:44444
08_06_15:10,891,10.253.40.18:44444
08_06_15:15,899,10.253.40.18:44444
08_06_15:20,903,10.253.40.18:44444
08_06_15:25,853,10.253.40.18:44444
08_06_15:30,616,10.253.40.18:44444
08_06_15:35,553,10.253.40.18:44444
08_06_15:40,528,10.253.40.18:44444
08_06_15:45,517,10.253.40.18:44444
08_06_15:50,505,10.253.40.18:44444
08_06_15:55,474,10.253.40.18:44444
08_06_15:00,808,10.253.40.19:44444
08_06_15:05,814,10.253.40.19:44444
08_06_15:10,885,10.253.40.19:44444
08_06_15:15,979,10.253.40.19:44444
08_06_15:20,926,10.253.40.19:44444
08_06_15:25,790,10.253.40.19:44444
08_06_15:30,555,10.253.40.19:44444
08_06_15:35,456,10.253.40.19:44444
08_06_15:40,445,10.253.40.19:44444
08_06_15:45,454,10.253.40.19:44444
08_06_15:50,435,10.253.40.19:44444
08_06_15:55,428,10.253.40.19:44444
08_06_15:00,485,10.253.40.20:44444
08_06_15:05,506,10.253.40.20:44444
08_06_15:10,510,10.253.40.20:44444
08_06_15:15,524,10.253.40.20:44444
08_06_15:20,529,10.253.40.20:44444
08_06_15:25,601,10.253.40.20:44444
08_06_15:30,616,10.253.40.20:44444
08_06_15:35,590,10.253.40.20:44444
08_06_15:40,786,10.253.40.20:44444
08_06_15:45,941,10.253.40.20:44444
08_06_15:50,862,10.253.40.20:44444
08_06_15:55,880,10.253.40.20:44444
08_06_15:00,448,10.253.40.21:44444
08_06_15:05,436,10.253.40.21:44444
08_06_15:10,442,10.253.40.21:44444
08_06_15:15,455,10.253.40.21:44444
08_06_15:20,452,10.253.40.21:44444
08_06_15:25,486,10.253.40.21:44444
08_06_15:30,476,10.253.40.21:44444
08_06_15:35,486,10.253.40.21:44444
08_06_15:40,647,10.253.40.21:44444
08_06_15:45,746,10.253.40.21:44444
08_06_15:50,694,10.253.40.21:44444
08_06_15:55,774,10.253.40.21:44444
08_06_15:00,889,10.253.40.22:44444
08_06_15:05,893,10.253.40.22:44444
08_06_15:10,924,10.253.40.22:44444
08_06_15:15,924,10.253.40.22:44444
08_06_15:20,957,10.253.40.22:44444
08_06_15:25,872,10.253.40.22:44444
08_06_15:30,589,10.253.40.22:44444
08_06_15:35,520,10.253.40.22:44444
08_06_15:40,501,10.253.40.22:44444
08_06_15:45,504,10.253.40.22:44444
08_06_15:50,504,10.253.40.22:44444
08_06_15:55,487,10.253.40.22:44444
08_06_15:00,772,10.253.40.23:44444
08_06_15:05,705,10.253.40.23:44444
08_06_15:10,812,10.253.40.23:44444
08_06_15:15,957,10.253.40.23:44444
08_06_15:20,928,10.253.40.23:44444
08_06_15:25,791,10.253.40.23:44444
08_06_15:30,582,10.253.40.23:44444
08_06_15:35,532,10.253.40.23:44444
08_06_15:40,513,10.253.40.23:44444
08_06_15:45,501,10.253.40.23:44444
08_06_15:50,528,10.253.40.23:44444
08_06_15:55,532,10.253.40.23:44444
08_06_15:00,293,10.253.40.24:44444
08_06_15:05,305,10.253.40.24:44444
08_06_15:10,309,10.253.40.24:44444
08_06_15:15,346,10.253.40.24:44444
08_06_15:20,343,10.253.40.24:44444
08_06_15:25,372,10.253.40.24:44444
08_06_15:30,312,10.253.40.24:44444
08_06_15:35,313,10.253.40.24:44444
08_06_15:40,305,10.253.40.24:44444
08_06_15:45,312,10.253.40.24:44444
08_06_15:50,441,10.253.40.24:44444
08_06_15:55,664,10.253.40.24:44444
08_06_15:00,737,10.253.40.25:44444
08_06_15:05,871,10.253.40.25:44444
08_06_15:10,793,10.253.40.25:44444
08_06_15:15,537,10.253.40.25:44444
08_06_15:20,461,10.253.40.25:44444
08_06_15:25,481,10.253.40.25:44444
08_06_15:30,503,10.253.40.25:44444
08_06_15:35,528,10.253.40.25:44444
08_06_15:40,506,10.253.40.25:44444
08_06_15:45,490,10.253.40.25:44444
08_06_15:50,507,10.253.40.25:44444
08_06_15:55,490,10.253.40.25:44444
08_06_15:00,842,10.253.40.26:44444
08_06_15:05,848,10.253.40.26:44444
08_06_15:10,916,10.253.40.26:44444
08_06_15:15,948,10.253.40.26:44444
08_06_15:20,937,10.253.40.26:44444
08_06_15:25,869,10.253.40.26:44444
08_06_15:30,594,10.253.40.26:44444
08_06_15:35,522,10.253.40.26:44444
08_06_15:40,500,10.253.40.26:44444
08_06_15:45,478,10.253.40.26:44444
08_06_15:50,468,10.253.40.26:44444
08_06_15:55,480,10.253.40.26:44444
08_06_15:00,407,10.253.40.27:44444
08_06_15:05,416,10.253.40.27:44444
08_06_15:10,436,10.253.40.27:44444
