time,abgw_fds,instance
08_06_11:20,864,10.253.40.22:44444
08_06_11:25,824,10.253.40.22:44444
08_06_11:30,903,10.253.40.22:44444
08_06_11:35,906,10.253.40.22:44444
08_06_11:40,729,10.253.40.22:44444
08_06_11:45,531,10.253.40.22:44444
08_06_11:50,488,10.253.40.22:44444
08_06_11:55,482,10.253.40.22:44444
08_06_11:00,464,10.253.40.23:44444
08_06_11:05,458,10.253.40.23:44444
08_06_11:10,440,10.253.40.23:44444
08_06_11:15,436,10.253.40.23:44444
08_06_11:20,424,10.253.40.23:44444
08_06_11:25,428,10.253.40.23:44444
08_06_11:30,459,10.253.40.23:44444
08_06_11:35,488,10.253.40.23:44444
08_06_11:40,491,10.253.40.23:44444
08_06_11:45,458,10.253.40.23:44444
08_06_11:50,458,10.253.40.23:44444
08_06_11:55,483,10.253.40.23:44444
08_06_11:00,254,10.253.40.24:44444
08_06_11:05,262,10.253.40.24:44444
08_06_11:10,261,10.253.40.24:44444
08_06_11:15,257,10.253.40.24:44444
08_06_11:20,251,10.253.40.24:44444
08_06_11:25,247,10.253.40.24:44444
08_06_11:30,251,10.253.40.24:44444
08_06_11:35,258,10.253.40.24:44444
08_06_11:40,262,10.253.40.24:44444
08_06_11:45,251,10.253.40.24:44444
08_06_11:50,241,10.253.40.24:44444
08_06_11:55,259,10.253.40.24:44444
08_06_11:00,681,10.253.40.25:44444
08_06_11:05,535,10.253.40.25:44444
08_06_11:10,500,10.253.40.25:44444
08_06_11:15,503,10.253.40.25:44444
08_06_11:20,489,10.253.40.25:44444
08_06_11:25,491,10.253.40.25:44444
08_06_11:30,480,10.253.40.25:44444
08_06_11:35,489,10.253.40.25:44444
08_06_11:40,470,10.253.40.25:44444
08_06_11:45,501,10.253.40.25:44444
08_06_11:50,517,10.253.40.25:44444
08_06_11:55,489,10.253.40.25:44444
08_06_11:00,743,10.253.40.26:44444
08_06_11:05,850,10.253.40.26:44444
08_06_11:10,880,10.253.40.26:44444
08_06_11:15,876,10.253.40.26:44444
08_06_11:20,905,10.253.40.26:44444
08_06_11:25,948,10.253.40.26:44444
08_06_11:30,915,10.253.40.26:44444
08_06_11:35,925,10.253.40.26:44444
08_06_11:40,743,10.253.40.26:44444
08_06_11:45,523,10.253.40.26:44444
08_06_11:50,524,10.253.40.26:44444
08_06_11:55,534,10.253.40.26:44444
08_06_11:00,352,10.253.40.27:44444
08_06_11:05,362,10.253.40.27:44444
08_06_11:10,371,10.253.40.27:44444
08_06_11:15,381,10.253.40.27:44444
08_06_11:20,386,10.253.40.27:44444
08_06_11:25,367,10.253.40.27:44444
08_06_11:30,363,10.253.40.27:44444
08_06_11:35,375,10.253.40.27:44444
08_06_11:40,376,10.253.40.27:44444
08_06_11:45,391,10.253.40.27:44444
08_06_11:50,521,10.253.40.27:44444
08_06_11:55,720,10.253.40.27:44444
08_06_11:00,392,10.253.40.28:44444
08_06_11:05,405,10.253.40.28:44444
08_06_11:10,412,10.253.40.28:44444
08_06_11:15,398,10.253.40.28:44444
08_06_11:20,375,10.253.40.28:44444
08_06_11:25,350,10.253.40.28:44444
08_06_11:30,351,10.253.40.28:44444
08_06_11:35,349,10.253.40.28:44444
08_06_11:40,351,10.253.40.28:44444
08_06_11:45,359,10.253.40.28:44444
08_06_11:50,374,10.253.40.28:44444
08_06_11:55,351,10.253.40.28:44444
08_06_11:00,566,10.253.40.29:44444
08_06_11:05,488,10.253.40.29:44444
08_06_11:10,474,10.253.40.29:44444
08_06_11:15,469,10.253.40.29:44444
08_06_11:20,452,10.253.40.29:44444
08_06_11:25,450,10.253.40.29:44444
08_06_11:30,432,10.253.40.29:44444
08_06_11:35,434,10.253.40.29:44444
08_06_11:40,443,10.253.40.29:44444
08_06_11:45,436,10.253.40.29:44444
08_06_11:50,432,10.253.40.29:44444
08_06_11:55,440,10.253.40.29:44444
08_06_11:00,509,10.253.40.30:44444
08_06_11:05,633,10.253.40.30:44444
08_06_11:10,566,10.253.40.30:44444
08_06_11:15,590,10.253.40.30:44444
08_06_11:20,615,10.253.40.30:44444
08_06_11:25,637,10.253.40.30:44444
08_06_11:30,690,10.253.40.30:44444
08_06_11:35,786,10.253.40.30:44444
08_06_11:40,694,10.253.40.30:44444
08_06_11:45,601,10.253.40.30:44444
08_06_11:50,711,10.253.40.30:44444
08_06_11:55,572,10.253.40.30:44444
08_06_11:00,635,10.253.40.31:44444
08_06_11:05,807,10.253.40.31:44444
08_06_11:10,671,10.253.40.31:44444
08_06_11:15,698,10.253.40.31:44444
08_06_11:20,875,10.253.40.31:44444
08_06_11:25,868,10.253.40.31:44444
08_06_11:30,811,10.253.40.31:44444
08_06_11:35,830,10.253.40.31:44444
08_06_11:40,856,10.253.40.31:44444
08_06_11:45,948,10.253.40.31:44444
08_06_11:50,719,10.253.40.31:44444
08_06_11:55,449,10.253.40.31:44444
08_06_11:00,459,10.253.40.32:44444
08_06_11:05,525,10.253.40.32:44444
08_06_11:10,512,10.253.40.32:44444
08_06_11:15,497,10.253.40.32:44444
08_06_11:20,471,10.253.40.32:44444
08_06_11:25,462,10.253.40.32:44444
08_06_11:30,461,10.253.40.32:44444
08_06_11:35,464,10.253.40.32:44444
08_06_11:40,464,10.253.40.32:44444
08_06_11:45,461,10.253.40.32:44444
08_06_11:50,469,10.253.40.32:44444
08_06_11:55,480,10.253.40.32:44444
08_06_11:00,532,10.253.40.33:44444
08_06_11:05,523,10.253.40.33:44444
08_06_11:10,665,10.253.40.33:44444
08_06_11:15,682,10.253.40.33:44444
08_06_11:20,598,10.253.40.33:44444
08_06_11:25,593,10.253.40.33:44444
08_06_11:30,637,10.253.40.33:44444
08_06_11:35,473,10.253.40.33:44444
08_06_11:40,571,10.253.40.33:44444
08_06_11:45,544,10.253.40.33:44444
08_06_11:50,511,10.253.40.33:44444
08_06_11:55,593,10.253.40.33:44444
08_06_11:00,255,10.253.40.34:44444
08_06_11:05,384,10.253.40.34:44444
08_06_11:10,275,10.253.40.34:44444
08_06_11:15,307,10.253.40.34:44444
08_06_11:20,355,10.253.40.34:44444
08_06_11:25,412,10.253.40.34:44444
08_06_11:30,406,10.253.40.34:44444
08_06_11:35,358,10.253.40.34:44444
08_06_11:40,325,10.253.40.34:44444
08_06_11:45,511,10.253.40.34:44444
08_06_11:50,457,10.253.40.34:44444
08_06_11:55,417,10.253.40.34:44444
08_06_11:00,376,10.253.40.35:44444
08_06_11:05,273,10.253.40.35:44444
08_06_11:10,251,10.253.40.35:44444
08_06_11:15,196,10.253.40.35:44444
08_06_11:20,182,10.253.40.35:44444
08_06_11:25,129,10.253.40.35:44444
08_06_11:30,81,10.253.40.35:44444
08_06_11:35,28,10.253.40.35:44444
08_06_11:40,28,10.253.40.35:44444
08_06_11:45,28,10.253.40.35:44444
08_06_11:50,28,10.253.40.35:44444
08_06_11:55,28,10.253.40.35:44444
08_06_11:00,328,10.253.40.36:44444
08_06_11:05,341,10.253.40.36:44444
08_06_11:10,336,10.253.40.36:44444
08_06_11:15,353,10.253.40.36:44444
08_06_11:20,427,10.253.40.36:44444
08_06_11:25,403,10.253.40.36:44444
08_06_11:30,353,10.253.40.36:44444
08_06_11:35,337,10.253.40.36:44444
08_06_11:40,262,10.253.40.36:44444
08_06_11:45,190,10.253.40.36:44444
08_06_11:50,65,10.253.40.36:44444
08_06_11:55,25,10.253.40.36:44444
08_06_12:00,862,10.253.40.11:44444
08_06_12:05,1009,10.253.40.11:44444
08_06_12:10,991,10.253.40.11:44444
08_06_12:15,924,10.253.40.11:44444
08_06_12:20,923,10.253.40.11:44444
08_06_12:25,970,10.253.40.11:44444
08_06_12:30,1093,10.253.40.11:44444
08_06_12:35,896,10.253.40.11:44444
08_06_12:40,545,10.253.40.11:44444
08_06_12:45,515,10.253.40.11:44444
08_06_12:50,542,10.253.40.11:44444
08_06_12:55,510,10.253.40.11:44444
08_06_12:00,477,10.253.40.12:44444
08_06_12:05,500,10.253.40.12:44444
08_06_12:10,500,10.253.40.12:44444
08_06_12:15,444,10.253.40.12:44444
08_06_12:20,427,10.253.40.12:44444
08_06_12:25,420,10.253.40.12:44444
08_06_12:30,482,10.253.40.12:44444
08_06_12:35,491,10.253.40.12:44444
08_06_12:40,506,10.253.40.12:44444
08_06_12:45,445,10.253.40.12:44444
08_06_12:50,595,10.253.40.12:44444
08_06_12:55,759,10.253.40.12:44444
08_06_12:00,712,10.253.40.13:44444
08_06_12:05,863,10.253.40.13:44444
08_06_12:10,781,10.253.40.13:44444
08_06_12:15,801,10.253.40.13:44444
08_06_12:20,845,10.253.40.13:44444
08_06_12:25,905,10.253.40.13:44444
08_06_12:30,976,10.253.40.13:44444
08_06_12:35,974,10.253.40.13:44444
08_06_12:40,935,10.253.40.13:44444
08_06_12:45,664,10.253.40.13:44444
08_06_12:50,495,10.253.40.13:44444
08_06_12:55,436,10.253.40.13:44444
08_06_12:00,771,10.253.40.14:44444
08_06_12:05,788,10.253.40.14:44444
08_06_12:10,894,10.253.40.14:44444
08_06_12:15,923,10.253.40.14:44444
08_06_12:20,904,10.253.40.14:44444
08_06_12:25,837,10.253.40.14:44444
08_06_12:30,922,10.253.40.14:44444
08_06_12:35,821,10.253.40.14:44444
08_06_12:40,618,10.253.40.14:44444
08_06_12:45,494,10.253.40.14:44444
08_06_12:50,482,10.253.40.14:44444
08_06_12:55,458,10.253.40.14:44444
08_06_12:00,517,10.253.40.15:44444
08_06_12:05,524,10.253.40.15:44444
08_06_12:10,560,10.253.40.15:44444
08_06_12:15,512,10.253.40.15:44444
08_06_12:20,503,10.253.40.15:44444
08_06_12:25,483,10.253.40.15:44444
08_06_12:30,505,10.253.40.15:44444
08_06_12:35,515,10.253.40.15:44444
08_06_12:40,511,10.253.40.15:44444
08_06_12:45,483,10.253.40.15:44444
08_06_12:50,631,10.253.40.15:44444
08_06_12:55,817,10.253.40.15:44444
08_06_12:00,707,10.253.40.17:44444
08_06_12:05,1081,10.253.40.17:44444
08_06_12:10,1023,10.253.40.17:44444
08_06_12:15,863,10.253.40.17:44444
08_06_12:20,887,10.253.40.17:44444
08_06_12:25,894,10.253.40.17:44444
08_06_12:30,981,10.253.40.17:44444
08_06_12:35,968,10.253.40.17:44444
08_06_12:40,961,10.253.40.17:44444
08_06_12:45,774,10.253.40.17:44444
08_06_12:50,489,10.253.40.17:44444
08_06_12:55,474,10.253.40.17:44444
08_06_12:00,465,10.253.40.18:44444
08_06_12:05,508,10.253.40.18:44444
08_06_12:10,494,10.253.40.18:44444
08_06_12:15,442,10.253.40.18:44444
08_06_12:20,425,10.253.40.18:44444
08_06_12:25,430,10.253.40.18:44444
08_06_12:30,507,10.253.40.18:44444
08_06_12:35,505,10.253.40.18:44444
08_06_12:40,651,10.253.40.18:44444
08_06_12:45,867,10.253.40.18:44444
08_06_12:50,1001,10.253.40.18:44444
08_06_12:55,1046,10.253.40.18:44444
08_06_12:00,397,10.253.40.19:44444
08_06_12:05,416,10.253.40.19:44444
08_06_12:10,417,10.253.40.19:44444
08_06_12:15,401,10.253.40.19:44444
08_06_12:20,388,10.253.40.19:44444
08_06_12:25,385,10.253.40.19:44444
08_06_12:30,449,10.253.40.19:44444
08_06_12:35,443,10.253.40.19:44444
08_06_12:40,607,10.253.40.19:44444
08_06_12:45,767,10.253.40.19:44444
08_06_12:50,796,10.253.40.19:44444
08_06_12:55,807,10.253.40.19:44444
08_06_12:00,779,10.253.40.20:44444
08_06_12:05,792,10.253.40.20:44444
08_06_12:10,829,10.253.40.20:44444
08_06_12:15,845,10.253.40.20:44444
08_06_12:20,790,10.253.40.20:44444
08_06_12:25,770,10.253.40.20:44444
08_06_12:30,881,10.253.40.20:44444
08_06_12:35,725,10.253.40.20:44444
08_06_12:40,504,10.253.40.20:44444
08_06_12:45,470,10.253.40.20:44444
08_06_12:50,467,10.253.40.20:44444
08_06_12:55,450,10.253.40.20:44444
08_06_12:00,783,10.253.40.21:44444
08_06_12:05,718,10.253.40.21:44444
08_06_12:10,805,10.253.40.21:44444
08_06_12:15,891,10.253.40.21:44444
08_06_12:20,908,10.253.40.21:44444
08_06_12:25,852,10.253.40.21:44444
08_06_12:30,928,10.253.40.21:44444
08_06_12:35,808,10.253.40.21:44444
08_06_12:40,555,10.253.40.21:44444
08_06_12:45,453,10.253.40.21:44444
08_06_12:50,444,10.253.40.21:44444
08_06_12:55,432,10.253.40.21:44444
08_06_12:00,473,10.253.40.22:44444
08_06_12:05,476,10.253.40.22:44444
08_06_12:10,472,10.253.40.22:44444
08_06_12:15,473,10.253.40.22:44444
08_06_12:20,473,10.253.40.22:44444
08_06_12:25,476,10.253.40.22:44444
08_06_12:30,548,10.253.40.22:44444
08_06_12:35,553,10.253.40.22:44444
08_06_12:40,618,10.253.40.22:44444
08_06_12:45,712,10.253.40.22:44444
08_06_12:50,834,10.253.40.22:44444
08_06_12:55,910,10.253.40.22:44444
08_06_12:00,662,10.253.40.23:44444
08_06_12:05,870,10.253.40.23:44444
08_06_12:10,910,10.253.40.23:44444
08_06_12:15,841,10.253.40.23:44444
08_06_12:20,760,10.253.40.23:44444
08_06_12:25,706,10.253.40.23:44444
08_06_12:30,740,10.253.40.23:44444
08_06_12:35,735,10.253.40.23:44444
08_06_12:40,751,10.253.40.23:44444
08_06_12:45,722,10.253.40.23:44444
08_06_12:50,677,10.253.40.23:44444
08_06_12:55,571,10.253.40.23:44444
08_06_12:00,647,10.253.40.24:44444
08_06_12:05,776,10.253.40.24:44444
08_06_12:10,639,10.253.40.24:44444
08_06_12:15,649,10.253.40.24:44444
08_06_12:20,651,10.253.40.24:44444
08_06_12:25,748,10.253.40.24:44444
08_06_12:30,836,10.253.40.24:44444
08_06_12:35,700,10.253.40.24:44444
08_06_12:40,631,10.253.40.24:44444
08_06_12:45,434,10.253.40.24:44444
08_06_12:50,246,10.253.40.24:44444
08_06_12:55,221,10.253.40.24:44444
08_06_12:00,519,10.253.40.25:44444
08_06_12:05,529,10.253.40.25:44444
08_06_12:10,517,10.253.40.25:44444
08_06_12:15,478,10.253.40.25:44444
08_06_12:20,465,10.253.40.25:44444
08_06_12:25,463,10.253.40.25:44444
08_06_12:30,540,10.253.40.25:44444
08_06_12:35,633,10.253.40.25:44444
08_06_12:40,733,10.253.40.25:44444
08_06_12:45,713,10.253.40.25:44444
08_06_12:50,783,10.253.40.25:44444
08_06_12:55,810,10.253.40.25:44444
08_06_12:00,572,10.253.40.26:44444
08_06_12:05,584,10.253.40.26:44444
08_06_12:10,588,10.253.40.26:44444
08_06_12:15,559,10.253.40.26:44444
08_06_12:20,527,10.253.40.26:44444
08_06_12:25,500,10.253.40.26:44444
08_06_12:30,560,10.253.40.26:44444
08_06_12:35,548,10.253.40.26:44444
08_06_12:40,666,10.253.40.26:44444
08_06_12:45,860,10.253.40.26:44444
08_06_12:50,1041,10.253.40.26:44444
08_06_12:55,1102,10.253.40.26:44444
08_06_12:00,661,10.253.40.27:44444
08_06_12:05,635,10.253.40.27:44444
08_06_12:10,661,10.253.40.27:44444
08_06_12:15,697,10.253.40.27:44444
08_06_12:20,825,10.253.40.27:44444
08_06_12:25,836,10.253.40.27:44444
08_06_12:30,793,10.253.40.27:44444
08_06_12:35,603,10.253.40.27:44444
08_06_12:40,404,10.253.40.27:44444
08_06_12:45,360,10.253.40.27:44444
08_06_12:50,349,10.253.40.27:44444
08_06_12:55,340,10.253.40.27:44444
08_06_12:00,467,10.253.40.28:44444
08_06_12:05,620,10.253.40.28:44444
08_06_12:10,688,10.253.40.28:44444
08_06_12:15,754,10.253.40.28:44444
08_06_12:20,748,10.253.40.28:44444
08_06_12:25,699,10.253.40.28:44444
08_06_12:30,757,10.253.40.28:44444
08_06_12:35,835,10.253.40.28:44444
08_06_12:40,841,10.253.40.28:44444
08_06_12:45,609,10.253.40.28:44444
08_06_12:50,358,10.253.40.28:44444
08_06_12:55,345,10.253.40.28:44444
08_06_12:00,444,10.253.40.29:44444
08_06_12:05,456,10.253.40.29:44444
08_06_12:10,464,10.253.40.29:44444
08_06_12:15,471,10.253.40.29:44444
08_06_12:20,473,10.253.40.29:44444
08_06_12:25,500,10.253.40.29:44444
08_06_12:30,513,10.253.40.29:44444
08_06_12:35,687,10.253.40.29:44444
08_06_12:40,770,10.253.40.29:44444
08_06_12:45,826,10.253.40.29:44444
08_06_12:50,761,10.253.40.29:44444
08_06_12:55,700,10.253.40.29:44444
08_06_12:00,383,10.253.40.30:44444
08_06_12:05,368,10.253.40.30:44444
08_06_12:10,376,10.253.40.30:44444
08_06_12:15,390,10.253.40.30:44444
08_06_12:20,380,10.253.40.30:44444
08_06_12:25,377,10.253.40.30:44444
08_06_12:30,369,10.253.40.30:44444
08_06_12:35,352,10.253.40.30:44444
08_06_12:40,345,10.253.40.30:44444
08_06_12:45,360,10.253.40.30:44444
08_06_12:50,363,10.253.40.30:44444
08_06_12:55,364,10.253.40.30:44444
08_06_12:00,425,10.253.40.31:44444
08_06_12:05,487,10.253.40.31:44444
08_06_12:10,491,10.253.40.31:44444
08_06_12:15,496,10.253.40.31:44444
08_06_12:20,480,10.253.40.31:44444
08_06_12:25,486,10.253.40.31:44444
08_06_12:30,493,10.253.40.31:44444
08_06_12:35,490,10.253.40.31:44444
08_06_12:40,489,10.253.40.31:44444
08_06_12:45,476,10.253.40.31:44444
08_06_12:50,692,10.253.40.31:44444
08_06_12:55,944,10.253.40.31:44444
08_06_12:00,464,10.253.40.32:44444
08_06_12:05,475,10.253.40.32:44444
08_06_12:10,490,10.253.40.32:44444
08_06_12:15,487,10.253.40.32:44444
08_06_12:20,484,10.253.40.32:44444
08_06_12:25,484,10.253.40.32:44444
08_06_12:30,519,10.253.40.32:44444
08_06_12:35,638,10.253.40.32:44444
08_06_12:40,727,10.253.40.32:44444
08_06_12:45,751,10.253.40.32:44444
08_06_12:50,900,10.253.40.32:44444
08_06_12:55,960,10.253.40.32:44444
08_06_12:00,589,10.253.40.33:44444
08_06_12:05,516,10.253.40.33:44444
08_06_12:10,524,10.253.40.33:44444
08_06_12:15,559,10.253.40.33:44444
08_06_12:20,513,10.253.40.33:44444
08_06_12:25,457,10.253.40.33:44444
08_06_12:30,473,10.253.40.33:44444
08_06_12:35,522,10.253.40.33:44444
08_06_12:40,475,10.253.40.33:44444
08_06_12:45,578,10.253.40.33:44444
08_06_12:50,690,10.253.40.33:44444
08_06_12:55,647,10.253.40.33:44444
08_06_12:00,105,10.253.40.34:44444
08_06_12:05,104,10.253.40.34:44444
08_06_12:10,103,10.253.40.34:44444
08_06_12:15,62,10.253.40.34:44444
08_06_12:20,14,10.253.40.34:44444
08_06_12:25,16,10.253.40.34:44444
08_06_12:30,16,10.253.40.34:44444
08_06_12:35,16,10.253.40.34:44444
08_06_12:40,14,10.253.40.34:44444
08_06_12:45,11,10.253.40.34:44444
08_06_12:50,122,10.253.40.34:44444
08_06_12:55,402,10.253.40.34:44444
08_06_12:00,27,10.253.40.35:44444
08_06_12:05,134,10.253.40.35:44444
08_06_12:10,289,10.253.40.35:44444
08_06_12:15,327,10.253.40.35:44444
08_06_12:20,345,10.253.40.35:44444
08_06_12:25,304,10.253.40.35:44444
08_06_12:30,286,10.253.40.35:44444
08_06_12:35,300,10.253.40.35:44444
08_06_12:40,266,10.253.40.35:44444
08_06_12:45,279,10.253.40.35:44444
08_06_12:50,321,10.253.40.35:44444
08_06_12:55,343,10.253.40.35:44444
08_06_12:00,25,10.253.40.36:44444
08_06_12:05,25,10.253.40.36:44444
08_06_12:10,25,10.253.40.36:44444
08_06_12:15,25,10.253.40.36:44444
08_06_12:20,25,10.253.40.36:44444
08_06_12:25,26,10.253.40.36:44444
08_06_12:30,26,10.253.40.36:44444
08_06_12:35,26,10.253.40.36:44444
08_06_12:40,189,10.253.40.36:44444
08_06_12:45,431,10.253.40.36:44444
08_06_12:50,584,10.253.40.36:44444
08_06_12:55,592,10.253.40.36:44444
08_06_13:00,499,10.253.40.11:44444
08_06_13:05,507,10.253.40.11:44444
08_06_13:10,512,10.253.40.11:44444
08_06_13:15,492,10.253.40.11:44444
08_06_13:20,479,10.253.40.11:44444
08_06_13:25,477,10.253.40.11:44444
08_06_13:30,477,10.253.40.11:44444
08_06_13:35,841,10.253.40.11:44444
08_06_13:40,1132,10.253.40.11:44444
08_06_13:45,970,10.253.40.11:44444
08_06_13:50,934,10.253.40.11:44444
08_06_13:55,978,10.253.40.11:44444
08_06_13:00,836,10.253.40.12:44444
08_06_13:05,906,10.253.40.12:44444
08_06_13:10,825,10.253.40.12:44444
08_06_13:15,828,10.253.40.12:44444
08_06_13:20,841,10.253.40.12:44444
08_06_13:25,772,10.253.40.12:44444
08_06_13:30,768,10.253.40.12:44444
08_06_13:35,641,10.253.40.12:44444
08_06_13:40,484,10.253.40.12:44444
08_06_13:45,466,10.253.40.12:44444
08_06_13:50,443,10.253.40.12:44444
08_06_13:55,451,10.253.40.12:44444
08_06_13:00,436,10.253.40.13:44444
08_06_13:05,450,10.253.40.13:44444
08_06_13:10,454,10.253.40.13:44444
08_06_13:15,462,10.253.40.13:44444
08_06_13:20,472,10.253.40.13:44444
08_06_13:25,479,10.253.40.13:44444
08_06_13:30,467,10.253.40.13:44444
08_06_13:35,467,10.253.40.13:44444
08_06_13:40,471,10.253.40.13:44444
08_06_13:45,518,10.253.40.13:44444
08_06_13:50,807,10.253.40.13:44444
08_06_13:55,974,10.253.40.13:44444
08_06_13:00,459,10.253.40.14:44444
08_06_13:05,479,10.253.40.14:44444
08_06_13:10,488,10.253.40.14:44444
08_06_13:15,511,10.253.40.14:44444
08_06_13:20,507,10.253.40.14:44444
08_06_13:25,520,10.253.40.14:44444
08_06_13:30,499,10.253.40.14:44444
08_06_13:35,599,10.253.40.14:44444
08_06_13:40,744,10.253.40.14:44444
08_06_13:45,928,10.253.40.14:44444
08_06_13:50,1081,10.253.40.14:44444
08_06_13:55,983,10.253.40.14:44444
08_06_13:00,939,10.253.40.15:44444
08_06_13:05,1021,10.253.40.15:44444
08_06_13:10,899,10.253.40.15:44444
08_06_13:15,880,10.253.40.15:44444
08_06_13:20,882,10.253.40.15:44444
08_06_13:25,871,10.253.40.15:44444
08_06_13:30,816,10.253.40.15:44444
08_06_13:35,641,10.253.40.15:44444
08_06_13:40,537,10.253.40.15:44444
08_06_13:45,529,10.253.40.15:44444
08_06_13:50,523,10.253.40.15:44444
08_06_13:55,510,10.253.40.15:44444
08_06_13:00,479,10.253.40.17:44444
08_06_13:05,487,10.253.40.17:44444
08_06_13:10,487,10.253.40.17:44444
08_06_13:15,476,10.253.40.17:44444
08_06_13:20,496,10.253.40.17:44444
08_06_13:25,507,10.253.40.17:44444
08_06_13:30,493,10.253.40.17:44444
08_06_13:35,477,10.253.40.17:44444
08_06_13:40,460,10.253.40.17:44444
08_06_13:45,554,10.253.40.17:44444
08_06_13:50,800,10.253.40.17:44444
08_06_13:55,946,10.253.40.17:44444
08_06_13:00,923,10.253.40.18:44444
08_06_13:05,717,10.253.40.18:44444
08_06_13:10,707,10.253.40.18:44444
08_06_13:15,764,10.253.40.18:44444
08_06_13:20,761,10.253.40.18:44444
08_06_13:25,640,10.253.40.18:44444
08_06_13:30,503,10.253.40.18:44444
08_06_13:35,452,10.253.40.18:44444
08_06_13:40,455,10.253.40.18:44444
08_06_13:45,439,10.253.40.18:44444
08_06_13:50,431,10.253.40.18:44444
08_06_13:55,413,10.253.40.18:44444
08_06_13:00,781,10.253.40.19:44444
08_06_13:05,706,10.253.40.19:44444
08_06_13:10,705,10.253.40.19:44444
08_06_13:15,789,10.253.40.19:44444
08_06_13:20,834,10.253.40.19:44444
08_06_13:25,677,10.253.40.19:44444
08_06_13:30,459,10.253.40.19:44444
08_06_13:35,387,10.253.40.19:44444
08_06_13:40,385,10.253.40.19:44444
08_06_13:45,373,10.253.40.19:44444
08_06_13:50,387,10.253.40.19:44444
08_06_13:55,395,10.253.40.19:44444
08_06_13:00,454,10.253.40.20:44444
08_06_13:05,460,10.253.40.20:44444
08_06_13:10,462,10.253.40.20:44444
08_06_13:15,464,10.253.40.20:44444
08_06_13:20,456,10.253.40.20:44444
08_06_13:25,457,10.253.40.20:44444
08_06_13:30,451,10.253.40.20:44444
08_06_13:35,599,10.253.40.20:44444
08_06_13:40,808,10.253.40.20:44444
08_06_13:45,944,10.253.40.20:44444
08_06_13:50,941,10.253.40.20:44444
08_06_13:55,876,10.253.40.20:44444
08_06_13:00,423,10.253.40.21:44444
08_06_13:05,426,10.253.40.21:44444
08_06_13:10,444,10.253.40.21:44444
08_06_13:15,453,10.253.40.21:44444
08_06_13:20,456,10.253.40.21:44444
08_06_13:25,444,10.253.40.21:44444
08_06_13:30,440,10.253.40.21:44444
08_06_13:35,493,10.253.40.21:44444
08_06_13:40,679,10.253.40.21:44444
08_06_13:45,974,10.253.40.21:44444
08_06_13:50,953,10.253.40.21:44444
08_06_13:55,795,10.253.40.21:44444
08_06_13:00,854,10.253.40.22:44444
08_06_13:05,769,10.253.40.22:44444
08_06_13:10,788,10.253.40.22:44444
08_06_13:15,801,10.253.40.22:44444
08_06_13:20,817,10.253.40.22:44444
08_06_13:25,851,10.253.40.22:44444
08_06_13:30,846,10.253.40.22:44444
08_06_13:35,625,10.253.40.22:44444
08_06_13:40,507,10.253.40.22:44444
08_06_13:45,509,10.253.40.22:44444
08_06_13:50,483,10.253.40.22:44444
08_06_13:55,476,10.253.40.22:44444
08_06_13:00,483,10.253.40.23:44444
08_06_13:05,493,10.253.40.23:44444
08_06_13:10,500,10.253.40.23:44444
08_06_13:15,506,10.253.40.23:44444
08_06_13:20,495,10.253.40.23:44444
08_06_13:25,470,10.253.40.23:44444
08_06_13:30,477,10.253.40.23:44444
08_06_13:35,458,10.253.40.23:44444
08_06_13:40,469,10.253.40.23:44444
08_06_13:45,460,10.253.40.23:44444
08_06_13:50,460,10.253.40.23:44444
08_06_13:55,457,10.253.40.23:44444
08_06_13:00,226,10.253.40.24:44444
08_06_13:05,243,10.253.40.24:44444
08_06_13:10,248,10.253.40.24:44444
08_06_13:15,258,10.253.40.24:44444
08_06_13:20,249,10.253.40.24:44444
08_06_13:25,249,10.253.40.24:44444
08_06_13:30,231,10.253.40.24:44444
08_06_13:35,243,10.253.40.24:44444
08_06_13:40,255,10.253.40.24:44444
08_06_13:45,467,10.253.40.24:44444
08_06_13:50,651,10.253.40.24:44444
08_06_13:55,620,10.253.40.24:44444
08_06_13:00,818,10.253.40.25:44444
08_06_13:05,867,10.253.40.25:44444
08_06_13:10,829,10.253.40.25:44444
08_06_13:15,737,10.253.40.25:44444
08_06_13:20,728,10.253.40.25:44444
08_06_13:25,582,10.253.40.25:44444
08_06_13:30,423,10.253.40.25:44444
08_06_13:35,427,10.253.40.25:44444
08_06_13:40,434,10.253.40.25:44444
08_06_13:45,432,10.253.40.25:44444
08_06_13:50,427,10.253.40.25:44444
08_06_13:55,424,10.253.40.25:44444
08_06_13:00,979,10.253.40.26:44444
08_06_13:05,883,10.253.40.26:44444
08_06_13:10,827,10.253.40.26:44444
08_06_13:15,806,10.253.40.26:44444
08_06_13:20,845,10.253.40.26:44444
08_06_13:25,718,10.253.40.26:44444
08_06_13:30,558,10.253.40.26:44444
08_06_13:35,514,10.253.40.26:44444
08_06_13:40,504,10.253.40.26:44444
08_06_13:45,477,10.253.40.26:44444
08_06_13:50,467,10.253.40.26:44444
08_06_13:55,480,10.253.40.26:44444
08_06_13:00,350,10.253.40.27:44444
08_06_13:05,336,10.253.40.27:44444
08_06_13:10,335,10.253.40.27:44444
08_06_13:15,359,10.253.40.27:44444
08_06_13:20,381,10.253.40.27:44444
08_06_13:25,384,10.253.40.27:44444
08_06_13:30,383,10.253.40.27:44444
08_06_13:35,510,10.253.40.27:44444
08_06_13:40,692,10.253.40.27:44444
